,Common Opponents Average Score difference,Date,End Score Diff,Map,Map Score Difference,Match ID,Past Encounters Score Difference,Recent Matches Score Difference,Team 1 ID,Team 2 ID,Winner
6084,-2.5545385202135775,2017-06-01 00:00:00,6,Overpass,1.0187165775401077,2311259,4.0,1.0,7397,5395,1
6085,-2.5545385202135775,2017-06-01 00:00:00,-3,Inferno,-0.44055944055943996,2311259,4.4,-0.6666666666666661,7397,5395,0
6086,-2.5545385202135775,2017-06-01 00:00:00,2,Cobblestone,-1.7013888888888893,2311259,3.1666666666666665,1.0,7397,5395,1
6087,,2017-06-01 00:00:00,3,Cobblestone,-1.2857142857142865,2311183,,-0.6666666666666679,6774,7728,1
6088,,2017-06-01 00:00:00,2,Mirage,-0.9444444444444446,2311183,3.0,0.33333333333333215,6774,7728,1
6089,-5.25,2017-06-01 00:00:00,-6,Mirage,-0.8333333333333339,2311240,,-8.666666666666666,6673,4494,0
6090,-3.387193973634652,2017-06-01 00:00:00,6,Cobblestone,0.2955665024630534,2311239,,-1.333333333333334,5973,7533,1
6091,,2017-06-01 00:00:00,3,Cobblestone,,2311323,,,4992,6322,1
6092,,2017-06-01 00:00:00,-7,Cobblestone,,2311347,,,4992,6322,0
6093,3.1322698570953804,2017-06-01 00:00:00,9,Mirage,2.0026315789473674,2311267,,-12.666666666666666,6137,4494,1
6094,3.1322698570953804,2017-06-01 00:00:00,8,Cache,1.224880382775119,2311267,9.0,-6.333333333333333,6137,4494,1
6095,-6.0,2017-06-01 00:00:00,12,Cobblestone,0.875,2311283,,0.0,7556,6669,1
6096,6.0,2017-06-01 00:00:00,2,Train,-2.25,2311278,-12.0,-2.666666666666666,6669,7556,1
6097,-3.333333333333333,2017-06-01 00:00:00,11,Train,4.375,2311178,,-1.0,7660,6774,1
6098,-1.0238095238095237,2017-06-01 00:00:00,2,Cobblestone,-2.2041666666666675,2311268,4.0,-4.0,5991,5973,1
6099,-1.0238095238095237,2017-06-01 00:00:00,-6,Train,1.7942857142857136,2311268,3.0,-3.333333333333334,5991,5973,0
6100,-1.0238095238095237,2017-06-01 00:00:00,-12,Nuke,-0.5050505050505052,2311268,0.0,-5.333333333333334,5991,5973,0
6101,3.0,2017-06-01 00:00:00,-7,Mirage,-2.0183066361556055,2311184,,2.333333333333332,6211,6774,0
6102,3.0,2017-06-01 00:00:00,11,Nuke,-1.4285714285714288,2311184,-7.0,0.0,6211,6774,1
6103,3.0,2017-06-01 00:00:00,5,Overpass,1.5757575757575744,2311184,2.0,5.0,6211,6774,1
6104,1.25,2017-06-01 00:00:00,10,Cobblestone,0.954545454545455,2311182,,1.333333333333334,7660,6211,1
6105,-10.344129554655872,2017-06-01 00:00:00,-4,Inferno,-3.2619047619047628,2311286,-11.0,-2.0,7669,6669,0
6106,-3.272727272727273,2017-06-01 00:00:00,8,Cobblestone,-1.5209790209790217,2311238,,-4.666666666666666,6615,4608,1
6107,,2017-06-01 00:00:00,8,Cache,,2311322,,,7959,7960,1
6108,5.5,2017-06-01 00:00:00,13,Cobblestone,-0.3478260869565215,2311179,,-1.6666666666666679,6211,7728,1
6109,-8.333333333333334,2017-06-01 00:00:00,-6,Nuke,-14.5,2311295,,-6.999999999999999,7911,7145,0
6110,10.344129554655872,2017-06-01 00:00:00,13,Mirage,4.196428571428571,2311287,9.833333333333334,3.333333333333334,6669,7669,1
6111,-1.2944297082228116,2017-06-01 00:00:00,-10,Inferno,-3.5974025974025974,2311258,-8.0,-2.333333333333334,6134,5395,0
6112,-1.2944297082228116,2017-06-01 00:00:00,-4,Train,-0.7088235294117649,2311258,-8.666666666666666,-7.666666666666666,6134,5395,0
6113,,2017-06-01 00:00:00,-15,Train,,2311346,,,7959,6322,0
6114,,2017-06-01 00:00:00,-14,Cobblestone,,2311343,,,7960,6322,0
6115,8.333333333333334,2017-06-01 00:00:00,-7,Cache,14.583333333333334,2311294,6.0,5.999999999999999,7145,7911,0
6116,,2017-06-01 00:00:00,-9,Inferno,,2311342,,,7959,4992,0
6117,1.4022222222222223,2017-06-02 00:00:00,6,Inferno,1.0,2311364,4.222222222222222,3.333333333333334,6418,6419,1
6118,,2017-06-02 00:00:00,3,Overpass,-0.5833333333333339,2311181,,-2.333333333333332,4791,6248,1
6119,,2017-06-02 00:00:00,-6,Train,,2311334,,,7962,7716,0
6120,,2017-06-02 00:00:00,-5,Cache,,2311334,,,7962,7716,0
6121,,2017-06-02 00:00:00,-11,Overpass,,2311375,,,7178,4468,0
6122,6.3,2017-06-02 00:00:00,11,Overpass,4.0606060606060606,2311363,6.8,2.666666666666666,6419,7440,1
6123,,2017-06-02 00:00:00,-2,Mirage,,2311340,,,7178,7472,0
6124,-3.2166666666666663,2017-06-02 00:00:00,-4,Train,0.9000000000000004,2311186,,-4.666666666666666,7576,6248,0
6125,-3.2166666666666663,2017-06-02 00:00:00,-9,Inferno,-1.208333333333334,2311186,-4.0,-5.666666666666666,7576,6248,0
6126,1.0,2017-06-02 00:00:00,-13,Cobblestone,3.375,2311350,2.5,-0.3333333333333339,6707,7801,0
6127,1.0,2017-06-02 00:00:00,6,Inferno,1.416666666666666,2311350,-2.6666666666666665,-4.666666666666666,6707,7801,1
6128,1.0,2017-06-02 00:00:00,-9,Mirage,0.6111111111111107,2311350,-0.5,-3.0,6707,7801,0
6129,1.916666666666667,2017-06-02 00:00:00,2,Cobblestone,-0.24675324675324717,2311377,1.0,7.666666666666666,5195,4468,1
6130,6.1499999999999995,2017-06-02 00:00:00,12,Cache,1.4000000000000004,2311180,,6.333333333333334,4863,7576,1
6131,11.333333333333334,2017-06-02 00:00:00,-5,Cobblestone,0.5666666666666664,2311372,6.222222222222222,7.999999999999998,6947,7081,0
6132,11.333333333333334,2017-06-02 00:00:00,9,Nuke,11.0,2311372,5.1,7.0,6947,7081,1
6133,11.333333333333334,2017-06-02 00:00:00,-4,Mirage,3.3232323232323235,2311372,5.454545454545454,5.0,6947,7081,0
6134,,2017-06-02 00:00:00,2,Mirage,,2311335,,,7962,6355,1
6135,,2017-06-02 00:00:00,7,Cobblestone,,2311335,,,7962,6355,1
6136,-1.653225806451613,2017-06-02 00:00:00,-3,Overpass,-4.591304347826087,2311261,-6.0,-5.666666666666666,6134,7613,0
6137,-1.653225806451613,2017-06-02 00:00:00,-10,Mirage,0.5840336134453779,2311261,-5.0,-6.666666666666666,6134,7613,0
6138,,2017-06-02 00:00:00,-2,Train,,2311376,,,7472,4468,0
6139,,2017-06-02 00:00:00,-7,Cache,,2311374,,,7472,5195,0
6140,1.0921052631578947,2017-06-02 00:00:00,-5,Cache,-5.1,2311365,1.5,2.666666666666668,6417,6419,0
6141,0.7082352941176471,2017-06-02 00:00:00,-5,Train,0.16111111111111143,2311260,2.75,-4.333333333333334,4602,7397,0
6142,0.7082352941176471,2017-06-02 00:00:00,7,Cobblestone,-0.1754385964912295,2311260,1.2,-5.0,4602,7397,1
6143,0.7082352941176471,2017-06-02 00:00:00,13,Inferno,-0.8125,2311260,2.1666666666666665,-2.666666666666666,4602,7397,1
6144,-2.1,2017-06-02 00:00:00,-9,Cobblestone,0.041666666666666075,2311341,-1.25,-0.6666666666666661,4468,5195,0
6145,,2017-06-02 00:00:00,12,Inferno,1.7142857142857135,2311185,,0.0,4863,4791,1
6146,,2017-06-02 00:00:00,14,Inferno,-3.1388888888888893,2311187,3.0,-3.0,4791,6248,1
6147,,2017-06-02 00:00:00,7,Overpass,-0.15873015873015817,2311187,8.5,0.6666666666666661,4791,6248,1
6148,1.4479638009049773,2017-06-02 00:00:00,13,Mirage,0.0,2311362,3.0,0.33333333333333215,6417,6420,1
6149,-1.6666666666666665,2017-06-03 00:00:00,-2,Inferno,1.8571428571428577,2311276,,-7.0,5946,7264,0
6150,,2017-06-03 00:00:00,-9,Cobblestone,,2311379,,,7497,6099,0
6151,,2017-06-03 00:00:00,6,Cache,,2311379,,,7497,6099,1
6152,,2017-06-03 00:00:00,8,Mirage,,2311379,,,7497,6099,1
6153,,2017-06-03 00:00:00,-11,Cache,,2311349,,,7963,6099,0
6154,,2017-06-03 00:00:00,-2,Mirage,,2311349,,,7963,6099,0
6155,,2017-06-03 00:00:00,-2,Inferno,2.8888888888888893,2311189,,4.0,7660,4791,0
6156,,2017-06-03 00:00:00,-6,Overpass,2.1999999999999993,2311189,-2.0,-0.6666666666666661,7660,4791,0
6157,1.6666666666666665,2017-06-03 00:00:00,3,Train,1.5714285714285712,2311281,2.0,6.0,7264,5946,1
6158,,2017-06-03 00:00:00,-2,Overpass,,2311348,,,7497,7964,0
6159,,2017-06-03 00:00:00,6,Cobblestone,,2311348,,,7497,7964,1
6160,,2017-06-03 00:00:00,5,Inferno,,2311348,,,7497,7964,1
6161,-1.0555555555555554,2017-06-03 00:00:00,6,Mirage,2.75,2311188,,3.333333333333334,4863,6211,1
6162,-1.0555555555555554,2017-06-03 00:00:00,-8,Cache,0.0625,2311188,6.0,5.333333333333334,4863,6211,0
6163,-1.0555555555555554,2017-06-03 00:00:00,-4,Overpass,2.0,2311188,-1.0,-0.6666666666666661,4863,6211,0
6164,2.0749999999999997,2017-06-03 00:00:00,5,Overpass,3.4047619047619033,2311263,,6.666666666666666,7613,7397,1
6165,2.0749999999999997,2017-06-03 00:00:00,-4,Cobblestone,-1.0,2311263,5.0,8.333333333333332,7613,7397,0
6166,2.0749999999999997,2017-06-03 00:00:00,-2,Train,1.7445652173913047,2311263,0.5,4.666666666666666,7613,7397,0
6167,-2.732664437012263,2017-06-03 00:00:00,4,Cache,-1.992857142857142,2311269,9.0,3.0,5995,6137,1
6168,-2.732664437012263,2017-06-03 00:00:00,4,Overpass,-1.4924242424242422,2311269,7.333333333333333,-0.6666666666666661,5995,6137,1
6169,-4.25,2017-06-03 00:00:00,9,Inferno,-11.166666666666666,2311336,,-2.666666666666666,7962,6908,1
6170,-4.25,2017-06-03 00:00:00,-2,Train,1.4615384615384617,2311336,9.0,2.0,7962,6908,0
6171,-4.25,2017-06-03 00:00:00,7,Nuke,-14.0,2311336,3.5,2.333333333333334,7962,6908,1
6172,0.0,2017-06-03 00:00:00,-5,Cache,1.833333333333334,2311373,,1.666666666666666,6033,7614,0
6173,0.0,2017-06-03 00:00:00,-6,Cobblestone,-7.5,2311373,-5.0,-1.0,6033,7614,0
6174,0.7924679487179487,2017-06-03 00:00:00,4,Mirage,0.6041666666666661,2311251,-7.0,2.333333333333334,6978,7713,1
6175,0.7924679487179487,2017-06-03 00:00:00,13,Nuke,-1.666666666666666,2311251,-3.3333333333333335,6.666666666666666,6978,7713,1
6176,3.085663082437276,2017-06-03 00:00:00,11,Nuke,0.7222222222222214,2311270,-6.0,-1.333333333333334,7533,5973,1
6177,3.085663082437276,2017-06-03 00:00:00,2,Mirage,1.76923076923077,2311270,2.5,1.666666666666666,7533,5973,1
6178,0.0,2017-06-03 00:00:00,5,Inferno,1.833333333333334,2311293,-2.6666666666666665,0.0,7911,5946,1
6179,0.0,2017-06-03 00:00:00,7,Cache,0.0,2311292,0.75,-0.3333333333333339,5946,7911,1
6180,-0.625,2017-06-03 00:00:00,11,Train,0.16083916083915994,2311190,,-1.0,6211,4791,1
6181,-0.625,2017-06-03 00:00:00,-11,Nuke,-0.0961538461538467,2311190,11.0,4.666666666666666,6211,4791,0
6182,-0.625,2017-06-03 00:00:00,12,Mirage,-1.276923076923076,2311190,0.0,1.0,6211,4791,1
6183,,2017-06-03 00:00:00,-3,Cache,,2311380,,,7964,7963,0
6184,,2017-06-03 00:00:00,-9,Overpass,,2311380,,,7964,7963,0
6185,-7.6,2017-06-03 00:00:00,3,Mirage,0.75,2311290,,-3.333333333333334,7835,7556,1
6186,,2017-06-03 00:00:00,-11,Inferno,,2311337,,,6355,7716,0
6187,,2017-06-03 00:00:00,4,Mirage,,2311337,,,6355,7716,1
6188,-10.0,2017-06-03 00:00:00,-8,Cobblestone,-1.454545454545455,2311337,-3.5,-4.666666666666666,6355,7716,0
6189,7.6,2017-06-03 00:00:00,-14,Cache,-3.0,2311291,-3.0,1.6666666666666679,7556,7835,0
6190,10.196428571428571,2017-06-04 00:00:00,8,Overpass,-11.0,2311382,,5.333333333333334,7835,7669,1
6191,5.119047619047619,2017-06-04 00:00:00,-5,Nuke,-5.1,2311195,,-7.0,6855,6669,0
6192,5.119047619047619,2017-06-04 00:00:00,10,Mirage,-0.75,2311195,-5.0,-8.666666666666668,6855,6669,1
6193,5.119047619047619,2017-06-04 00:00:00,-10,Train,-0.09663865546218453,2311195,2.5,-3.333333333333332,6855,6669,0
6194,1.4444444444444446,2017-06-04 00:00:00,-11,Inferno,-14.894736842105264,2311384,-2.6,3.333333333333334,7835,6669,0
6195,4.619047619047619,2017-06-04 00:00:00,5,Train,5.5625,2310728,,5.666666666666666,6010,7906,1
6196,4.619047619047619,2017-06-04 00:00:00,-4,Cache,12.666666666666666,2310728,5.0,7.333333333333334,6010,7906,0
6197,-2.0,2017-06-04 00:00:00,7,Nuke,-1.0471014492753614,2311250,,6.666666666666667,6896,7713,1
6198,-2.0,2017-06-04 00:00:00,-12,Train,-1.507739938080496,2311250,7.0,7.0,6896,7713,0
6199,-2.0,2017-06-04 00:00:00,-4,Cache,-2.1500000000000004,2311250,-2.5,0.6666666666666661,6896,7713,0
6200,-5.050522648083624,2017-06-04 00:00:00,-3,Inferno,-3.0285714285714285,2311339,-1.25,-4.0,6908,7716,0
6201,-5.050522648083624,2017-06-04 00:00:00,-14,Cache,-2.8291666666666675,2311339,-1.6,-2.0,6908,7716,0
6202,8.25,2017-06-04 00:00:00,14,Cobblestone,5.833333333333334,2311274,5.0,1.9999999999999991,7556,7669,1
6203,-1.4894736842105263,2017-06-04 00:00:00,4,Mirage,1.6750000000000007,2311191,,-0.3333333333333339,4863,7660,1
6204,-1.4894736842105263,2017-06-04 00:00:00,12,Train,-0.45454545454545503,2311191,4.0,1.0,4863,7660,1
6205,0.0916302412174197,2017-06-04 00:00:00,3,Cache,-1.8952380952380956,2311271,-5.333333333333333,1.0,5995,7533,1
6206,0.0916302412174197,2017-06-04 00:00:00,11,Cobblestone,1.2464114832535884,2311271,-3.25,0.0,5995,7533,1
6207,0.0916302412174197,2017-06-04 00:00:00,-2,Overpass,-1.0989010989010985,2311271,-0.4,3.666666666666666,5995,7533,0
6208,0.0916302412174197,2017-06-04 00:00:00,13,Inferno,-2.1428571428571423,2311271,-0.6666666666666666,4.0,5995,7533,1
6209,-1.4444444444444446,2017-06-04 00:00:00,4,Mirage,2.3249999999999993,2311383,4.0,0.33333333333333215,6669,7835,1
6210,-0.5892857142857144,2017-06-04 00:00:00,-3,Mirage,-2.75984990619137,2311193,2.0,-3.333333333333332,6211,4863,0
6211,-0.5892857142857144,2017-06-04 00:00:00,5,Cache,0.4313725490196081,2311193,0.75,-4.666666666666666,6211,4863,1
6212,-0.5892857142857144,2017-06-04 00:00:00,2,Cobblestone,0.7083333333333339,2311193,1.6,0.6666666666666661,6211,4863,1
6213,-1.55,2017-06-04 00:00:00,-15,Mirage,-2.333333333333332,2311192,-12.0,-6.333333333333332,4791,4863,0
6214,-1.55,2017-06-04 00:00:00,-14,Overpass,-1.4444444444444446,2311192,-13.5,-7.666666666666666,4791,4863,0
6215,0.7999999999999998,2017-06-04 00:00:00,6,Mirage,-6.846153846153847,2311338,,-1.666666666666666,6908,6355,1
6216,0.7999999999999998,2017-06-04 00:00:00,4,Cache,10.882352941176471,2311338,6.0,-1.0,6908,6355,1
6217,-8.88888888888889,2017-06-04 00:00:00,-3,Train,-3.5999999999999996,2311381,-8.0,-6.666666666666667,7669,7835,0
6218,-0.6783783783783784,2017-06-04 00:00:00,-4,Cobblestone,-1.4000000000000004,2311265,3.0,-4.0,6134,4602,0
6219,-0.6783783783783784,2017-06-04 00:00:00,11,Inferno,-2.7401960784313726,2311265,-0.5,-5.666666666666666,6134,4602,1
6220,-0.6783783783783784,2017-06-04 00:00:00,2,Train,-1.262626262626263,2311265,3.3333333333333335,-1.0,6134,4602,1
6221,-3.086206896551724,2017-06-04 00:00:00,4,Mirage,-1.25,2310730,-7.5,-6.0,7218,6468,1
6222,-3.086206896551724,2017-06-04 00:00:00,-8,Train,-3.125,2310730,-5.2,-1.3333333333333321,7218,6468,0
6223,1.5060606060606059,2017-06-05 00:00:00,5,Inferno,2.333333333333334,2310727,6.0,8.0,7517,5680,1
6224,1.5060606060606059,2017-06-05 00:00:00,5,Mirage,-0.4833333333333325,2310727,5.75,5.333333333333334,7517,5680,1
6225,4.833333333333334,2017-06-05 00:00:00,7,Mirage,-0.13461538461538503,2311378,,-0.6666666666666679,7187,7264,1
6226,4.833333333333334,2017-06-05 00:00:00,7,Cache,4.1,2311378,7.0,1.333333333333334,7187,7264,1
6227,2.0,2017-06-05 00:00:00,-4,Mirage,-0.16470588235294237,2311386,3.0,0.3333333333333339,6669,7897,0
6228,2.0,2017-06-05 00:00:00,3,Nuke,14.727272727272727,2311386,1.25,-4.333333333333334,6669,7897,1
6229,2.0,2017-06-05 00:00:00,5,Cache,-9.0,2311386,1.6,-0.3333333333333339,6669,7897,1
6230,0.16118421052631576,2017-06-05 00:00:00,-6,Inferno,2.1538461538461533,2311257,-3.5,-2.333333333333334,7397,6134,0
6231,0.16118421052631576,2017-06-05 00:00:00,7,Train,0.8017917133258674,2311257,-3.857142857142857,-4.0,7397,6134,1
6232,0.16118421052631576,2017-06-05 00:00:00,-4,Mirage,0.027777777777778567,2311257,-2.5,-1.666666666666666,7397,6134,0
6233,3.8833333333333333,2017-06-05 00:00:00,-13,Nuke,-1.7472527472527482,2311333,-2.0,3.333333333333334,6745,7713,0
6234,3.8833333333333333,2017-06-05 00:00:00,2,Cache,-2.583333333333334,2311333,-7.5,-4.333333333333334,6745,7713,1
6235,3.8833333333333333,2017-06-05 00:00:00,10,Inferno,-0.22222222222222143,2311333,-4.333333333333333,-3.666666666666668,6745,7713,1
6236,-3.053846153846154,2017-06-05 00:00:00,-6,Cobblestone,0.6666666666666661,2311345,-3.0,-3.666666666666666,7701,6669,0
6237,-3.053846153846154,2017-06-05 00:00:00,3,Inferno,-0.3136363636363626,2311345,-4.0,-7.0,7701,6669,1
6238,-3.053846153846154,2017-06-05 00:00:00,9,Train,0.3333333333333339,2311345,-2.25,-2.666666666666666,7701,6669,1
6239,,2017-06-05 00:00:00,-5,Nuke,,2311409,,,6922,7967,0
6240,1.4565217391304348,2017-06-06 00:00:00,6,Cobblestone,-0.32494279176201424,2311297,-2.6666666666666665,1.666666666666666,6615,6673,1
6241,-0.9,2017-06-06 00:00:00,3,Train,-0.7999999999999989,2311385,-1.6666666666666667,0.3333333333333339,7264,7835,1
6242,-0.9,2017-06-06 00:00:00,6,Mirage,3.095238095238095,2311385,-0.5,-2.333333333333332,7264,7835,1
6243,,2017-06-06 00:00:00,13,Nuke,,2311410,,,6010,7973,1
6244,,2017-06-06 00:00:00,16,Nuke,,2311411,,,6468,7973,1
6245,-0.7796296296296296,2017-06-06 00:00:00,-13,Nuke,0.7083333333333321,2311412,-0.4,-1.3333333333333321,4501,6896,0
6246,,2017-06-06 00:00:00,-3,Nuke,,2311413,,,7972,7971,0
6247,2.103448275862069,2017-06-06 00:00:00,-2,Overpass,-4.488095238095239,2311264,1.0,2.333333333333332,5395,7613,0
6248,2.103448275862069,2017-06-06 00:00:00,10,Inferno,-0.8000000000000007,2311264,0.5714285714285714,1.3333333333333321,5395,7613,1
6249,2.103448275862069,2017-06-06 00:00:00,5,Train,-2.0028011204481793,2311264,1.75,3.333333333333332,5395,7613,1
6250,1.75395256916996,2017-06-06 00:00:00,-7,Cobblestone,0.8380952380952387,2311351,-1.5555555555555556,3.333333333333334,7187,7397,0
6251,1.75395256916996,2017-06-06 00:00:00,11,Mirage,1.7992277992278005,2311351,-2.1,-1.0,7187,7397,1
6252,1.75395256916996,2017-06-06 00:00:00,14,Nuke,1.5,2311351,-0.9090909090909091,2.666666666666666,7187,7397,1
6253,,2017-06-06 00:00:00,-6,Nuke,,2311414,,,6922,7971,0
6254,-1.4565217391304348,2017-06-06 00:00:00,-12,Mirage,-2.642045454545455,2311298,0.5,-3.666666666666666,6673,6615,0
6255,4.246753246753247,2017-06-06 00:00:00,6,Inferno,0.9821428571428577,2311408,,-2.666666666666666,6669,7264,1
6256,4.246753246753247,2017-06-06 00:00:00,-2,Mirage,-0.8888888888888893,2311408,6.0,-3.0,6669,7264,0
6257,4.246753246753247,2017-06-06 00:00:00,-5,Nuke,1.833333333333334,2311408,2.0,-1.666666666666666,6669,7264,0
6258,-1.350815850815851,2017-06-07 00:00:00,-5,Nuke,0.9600000000000009,2311447,,-1.3333333333333321,7169,6896,0
6259,,2017-06-07 00:00:00,3,Nuke,5.5,2311391,,8.333333333333334,7217,5087,1
6260,-6.204147465437788,2017-06-07 00:00:00,6,Cache,-1.3499999999999996,2311074,,1.3333333333333321,6902,6667,1
6261,1.4580564784053156,2017-06-07 00:00:00,2,Overpass,-0.6653846153846157,2311428,1.2857142857142858,0.33333333333333215,5395,4674,1
6262,1.4580564784053156,2017-06-07 00:00:00,11,Inferno,1.6785714285714288,2311428,1.375,0.6666666666666661,5395,4674,1
6263,2.223711772098869,2017-06-07 00:00:00,-3,Cobblestone,0.9800000000000004,2311300,-1.6666666666666667,5.333333333333334,6211,5974,0
6264,,2017-06-07 00:00:00,15,Nuke,,2311450,,,7517,7972,1
6265,-5.333333333333334,2017-06-07 00:00:00,10,Nuke,16.0,2311388,,1.3333333333333321,5479,7616,1
6266,,2017-06-07 00:00:00,5,Inferno,,2311400,,,4865,7526,1
6267,,2017-06-07 00:00:00,14,Overpass,,2311400,,,4865,7526,1
6268,17.0,2017-06-07 00:00:00,14,Cobblestone,13.136363636363637,2311403,,8.0,7606,7480,1
6269,17.0,2017-06-07 00:00:00,10,Mirage,14.458333333333334,2311403,14.0,8.333333333333332,7606,7480,1
6270,-2.223711772098869,2017-06-07 00:00:00,3,Cache,1.2401315789473681,2311299,1.8,-5.0,5974,6211,1
6271,4.844444444444444,2017-06-07 00:00:00,6,Nuke,14.6,2311449,,0.0,6010,6161,1
6272,-0.9165835825855766,2017-06-07 00:00:00,2,Overpass,0.09803921568627594,2311313,-3.857142857142857,-8.333333333333332,7397,6978,1
6273,-0.9165835825855766,2017-06-07 00:00:00,8,Nuke,-2.8654970760233915,2311313,-3.125,-7.666666666666667,7397,6978,1
6274,,2017-06-07 00:00:00,5,Nuke,,2311423,,,7974,7135,1
6275,1.436063936063936,2017-06-07 00:00:00,15,Cobblestone,1.6893039049235998,2311301,3.0,2.0,5973,6290,1
6276,2.885655737704918,2017-06-07 00:00:00,4,Cache,1.354166666666666,2311081,7.666666666666667,0.0,5995,4411,1
6277,,2017-06-07 00:00:00,14,Nuke,0.0,2311387,,1.666666666666666,7661,7531,1
6278,-2.885655737704918,2017-06-07 00:00:00,5,Train,0.29326923076922995,2311082,-6.75,-0.6666666666666679,4411,5995,1
6279,,2017-06-07 00:00:00,15,Cache,,2311399,,,4863,7894,1
6280,,2017-06-07 00:00:00,15,Mirage,,2311399,,,4863,7894,1
6281,,2017-06-07 00:00:00,6,Nuke,,2311452,,,7517,7970,1
6282,1.158645276292335,2017-06-07 00:00:00,7,Cache,1.6730769230769234,2311406,-2.5,1.0,7479,6899,1
6283,1.158645276292335,2017-06-07 00:00:00,-6,Cobblestone,-2.9090909090909083,2311406,-0.6,0.3333333333333339,7479,6899,0
6284,1.158645276292335,2017-06-07 00:00:00,-3,Inferno,-2.666666666666666,2311406,-1.5,-3.666666666666666,7479,6899,0
6285,6.204147465437788,2017-06-07 00:00:00,13,Nuke,1.8000000000000007,2311073,-6.0,-5.666666666666666,6667,6902,1
6286,1.2274436090225564,2017-06-07 00:00:00,-9,Mirage,1.2035087719298243,2311427,,4.0,7532,7613,0
6287,1.2274436090225564,2017-06-07 00:00:00,8,Inferno,3.666666666666666,2311427,-9.0,2.0,7532,7613,1
6288,1.2274436090225564,2017-06-07 00:00:00,5,Cobblestone,0.13888888888888928,2311427,-0.5,1.333333333333334,7532,7613,1
6289,,2017-06-07 00:00:00,12,Nuke,,2311415,,,7155,7558,1
6290,,2017-06-07 00:00:00,-3,Overpass,,2311446,,,7331,7975,0
6291,-1.436063936063936,2017-06-07 00:00:00,-7,Train,1.7720588235294112,2311302,-5.0,-6.333333333333333,6290,5973,0
6292,,2017-06-07 00:00:00,-8,Nuke,,2311389,,,7958,7661,0
6293,4.827586206896552,2017-06-07 00:00:00,3,Mirage,5.61904761904762,2311402,,-1.0,6898,6908,1
6294,4.827586206896552,2017-06-07 00:00:00,9,Inferno,-1.375,2311402,3.0,-4.666666666666666,6898,6908,1
6295,-4.218350754936121,2017-06-07 00:00:00,-11,Nuke,1.375,2311445,,0.0,6758,5395,0
6296,,2017-06-07 00:00:00,12,Cobblestone,,2311401,,,7660,7966,1
6297,,2017-06-07 00:00:00,14,Inferno,,2311401,,,7660,7966,1
6298,-3.086206896551724,2017-06-07 00:00:00,-7,Nuke,1.5,2311425,-5.666666666666667,-5.666666666666666,7218,6468,0
6299,-0.8222453222453221,2017-06-08 00:00:00,-5,Cobblestone,-2.5882352941176467,2311472,-0.2222222222222222,-3.0,7532,5395,0
6300,-0.8222453222453221,2017-06-08 00:00:00,-3,Train,-0.05113636363636331,2311472,-0.7,-1.666666666666666,7532,5395,0
6301,-0.2889983579638752,2017-06-08 00:00:00,-2,Inferno,3.0,2311471,,0.0,4674,7613,0
6302,-0.2889983579638752,2017-06-08 00:00:00,-7,Train,-3.5769230769230766,2311471,-2.0,-0.6666666666666661,4674,7613,0
6303,3.2520196698278894,2017-06-08 00:00:00,11,Overpass,1.6742081447963795,2311433,3.0,6.666666666666667,7010,6290,1
6304,-0.9374120956399438,2017-06-08 00:00:00,-10,Cache,-0.5984848484848477,2311080,0.6666666666666666,-3.666666666666666,4494,6667,0
6305,,2017-06-08 00:00:00,-2,Overpass,,2311355,,,7969,7145,0
6306,,2017-06-08 00:00:00,-13,Mirage,,2311355,,,7969,7145,0
6307,4.761160714285714,2017-06-08 00:00:00,10,Train,0.5630252100840334,2311305,,-2.0,5974,7801,1
6308,,2017-06-08 00:00:00,-3,Train,,2311352,,,7969,7900,0
6309,,2017-06-08 00:00:00,-3,Nuke,,2311474,,,7975,7187,0
6310,3.3611111111111107,2017-06-08 00:00:00,-11,Inferno,2.333333333333334,2311356,,-1.3333333333333321,7900,7145,0
6311,3.3611111111111107,2017-06-08 00:00:00,-3,Mirage,1.516129032258064,2311356,-11.0,-5.333333333333334,7900,7145,0
6312,3.1958228202971686,2017-06-08 00:00:00,6,Overpass,-0.10714285714285765,2311075,-1.6666666666666667,4.666666666666668,5995,5378,1
6313,-3.6666666666666665,2017-06-08 00:00:00,-12,Nuke,-12.428571428571429,2311354,,-2.666666666666666,7900,6094,0
6314,5.369230769230769,2017-06-08 00:00:00,12,Overpass,0.0,2311404,,10.333333333333332,7716,7932,1
6315,5.369230769230769,2017-06-08 00:00:00,-4,Cache,14.375,2311404,12.0,10.666666666666668,7716,7932,0
6316,5.369230769230769,2017-06-08 00:00:00,8,Train,11.833333333333334,2311404,4.0,6.333333333333332,7716,7932,1
6317,-4.761160714285714,2017-06-08 00:00:00,-8,Overpass,3.1818181818181817,2311306,-10.0,-5.333333333333334,7801,5974,0
6318,6.444444444444445,2017-06-08 00:00:00,-2,Mirage,-0.06666666666666643,2311494,-2.0,1.0,7892,7716,0
6319,6.444444444444445,2017-06-08 00:00:00,-2,Overpass,-2.0,2311494,-2.0,1.0,7892,7716,0
6320,4.799863387978142,2017-06-08 00:00:00,12,Mirage,2.4188311688311686,2311454,8.0,3.0,4863,4865,1
6321,4.799863387978142,2017-06-08 00:00:00,2,Cache,-1.2368421052631575,2311454,8.8,4.0,4863,4865,1
