,Date,End Score Diff,Map,Match ID,Team 1 ID,Team 2 ID,Winner,Recent Matches Score Difference,Past Encounters Score Difference,Common Opponents Average Score difference,Map Score Difference,Winner(predicted),Predicted Probability 0,Predicted Probability 1
38497,2018-01-21 00:00:00,-3,Train,2318615,5929,6651,0,-0.06407481451844384,-0.4432097185233946,0.13815934539115945,-0.08414026612081088,1,0.4779384257667173,0.5220615742332827
38499,2018-01-21 00:00:00,-4,Cache,2318613,6137,6667,0,-0.06407481451844384,0.33684316399989,-0.4887598559111653,-0.2563829609257566,1,0.47449967678638105,0.525500323213619
38500,2018-01-21 00:00:00,13,Mirage,2318608,4494,6094,1,0.69756336464468,0.6531581860873137,-0.03404010118546479,-0.23973584510233226,1,0.38590704416805366,0.6140929558319463
38501,2018-01-21 00:00:00,-5,Mirage,2318687,5158,5153,0,0.10517811418447244,0.4690491329837977,0.7624490468510282,0.3701638231499915,1,0.3439205036716805,0.6560794963283195
38502,2018-01-21 00:00:00,6,Cache,2318687,5158,5153,1,-0.4025806719242763,0.4298769940256028,0.7624490468510282,0.24359798967832624,1,0.36943017383397203,0.630569826166028
38503,2018-01-21 00:00:00,14,Inferno,2318687,5158,5153,1,0.3590575072388476,0.4438320685294598,0.7624490468510282,-0.02015671895303894,1,0.3483756719669582,0.6516243280330418
38504,2018-01-20 00:00:00,4,Inferno,2318676,7660,6248,1,-0.48720713627573475,1.4842604009836817,0.823494177850301,0.162052329462242,1,0.300616295332093,0.699383704667907
38505,2018-01-20 00:00:00,-6,Cache,2318676,7660,6248,0,-0.7410865293301094,1.2671814642570185,0.823494177850301,0.12840711312154657,1,0.3243789340577007,0.6756210659422993
38506,2018-01-20 00:00:00,4,Mirage,2318676,7660,6248,1,-0.7410865293301094,0.7647987821181691,0.823494177850301,0.09638849912730765,1,0.3591502065772756,0.6408497934227244
38507,2018-01-22 00:00:00,10,Train,2318698,5005,7801,1,-0.06407481451844384,-0.22135981615438707,-0.10555261804813192,0.14150172945862632,1,0.4727189269309695,0.5272810730690305
38508,2018-01-21 00:00:00,8,Mirage,2318611,4991,6665,1,-0.14870127886990217,-0.23996658215952962,-0.015594489979118482,-0.18526920623893803,1,0.48162901667436586,0.5183709833256341
38511,2018-01-20 00:00:00,2,Train,2318607,6665,7533,1,-1.9258570302505242,0.22055087646774893,-0.08302315152030937,0.05449944737346181,0,0.5162112557003091,0.48378874429969093
38512,2018-01-21 00:00:00,-3,Mirage,2318667,6010,7517,0,-0.8257129936815678,0.39369717123782566,-0.44583351609586847,-0.4103615519147166,0,0.5029541070146376,0.4970458929853624
38513,2018-01-21 00:00:00,-11,Nuke,2318667,6010,7517,0,-0.6564600649786515,0.3645018702237506,-0.44583351609586847,0.1857677029814175,1,0.47796748277091694,0.5220325172290831
38517,2018-01-21 00:00:00,7,Mirage,2318666,8008,8668,1,-1.1642188510874008,-1.2447319464372282,-0.9544886525559544,-0.8328573212644621,0,0.6842845918143754,0.31571540818562455
38518,2018-01-21 00:00:00,-2,Nuke,2318666,8008,8668,0,-0.4025806719242763,-0.03529215610296136,-0.9544886525559544,-0.644183577761406,0,0.5652829350948549,0.43471706490514506
38526,2018-01-21 00:00:00,-3,Inferno,2318680,6774,7354,0,0.9514427576990547,1.546282954334157,-0.4401878263484148,0.12334326920170988,1,0.3328417041998688,0.6671582958001312
38527,2018-01-21 00:00:00,-13,Mirage,2318680,6774,7354,0,-0.06407481451844384,0.4298769940256028,-0.4401878263484148,0.07555359269578443,1,0.45254302275792546,0.5474569772420745
38528,2018-01-21 00:00:00,4,Cobblestone,2318612,7532,7533,1,-0.9103394580330262,-1.5238334365143669,-0.6880680088481667,-0.19576607355696635,0,0.6560345473629462,0.3439654526370538
38529,2018-01-20 00:00:00,-15,Inferno,2318606,7532,4608,0,-0.06407481451844384,-0.351607178190385,-0.6718899368878931,-0.498467671564613,0,0.548392702857125,0.45160729714287495
38530,2018-01-21 00:00:00,5,Mirage,2318679,7354,7660,1,-0.31795420757281845,0.1507755039484643,-0.889155187201024,0.02562992553904513,0,0.5203497092948748,0.47965029070512516
38531,2018-01-21 00:00:00,11,Inferno,2318679,7354,7660,1,0.8668162933475964,0.20997885032846333,-0.889155187201024,-0.22404003761503075,1,0.47650276978676764,0.5234972302132324
38533,2018-01-20 00:00:00,-10,Inferno,2318605,5378,4991,0,-0.9103394580330257,-0.6047409838427641,-0.6805769475591233,-0.6948747297377602,0,0.6074150254144348,0.39258497458556524
38539,2018-01-24 00:00:00,8,Train,2318757,7653,8051,1,0.2744310428873892,0.8020123141284543,0.8045201337650802,0.9504826385130143,1,0.2962492070681355,0.7037507929318645
38540,2018-01-22 00:00:00,-6,Overpass,2318620,6651,6137,0,0.2744310428873892,-1.0354058288793744,-0.3380511560272581,0.0977927278287781,0,0.5394606026907385,0.46053939730926147
38541,2018-01-24 00:00:00,-11,Mirage,2318758,7081,8297,0,1.0360692220505126,-1.3377657764629411,-1.04530069460325,0.7511493614787123,0,0.5639879368150384,0.43601206318496155
38542,2018-01-24 00:00:00,-4,Inferno,2318758,7081,8297,0,0.020551649833014066,-1.6168672665400798,-1.04530069460325,0.4113767301702417,0,0.6345211784956085,0.3654788215043915
38543,2018-01-22 00:00:00,14,Mirage,2318622,4991,6651,1,-0.2333277432213601,0.3622160267341752,0.4017131922722793,0.023894189579818512,1,0.4015464755502718,0.5984535244497282
38545,2018-01-22 00:00:00,-6,Inferno,2318709,5005,6301,0,0.02055164983301453,-0.028135707639444993,0.0008056353535490318,0.5435884206331689,1,0.4331855011959451,0.5668144988040549
38546,2018-01-22 00:00:00,-14,Train,2318709,5005,6301,0,-0.5718336006271931,-0.07319482759491845,0.0008056353535490318,-0.09641138618551696,1,0.4819719498587194,0.5180280501412806
38549,2018-01-22 00:00:00,-10,Train,2318618,6665,5752,0,-1.6719776371961501,-0.4539443912186692,0.0336277101476429,-0.26239638219671774,0,0.5578137171433739,0.44218628285662603
38551,2018-01-24 00:00:00,-2,Overpass,2318702,5479,7879,0,-0.06407481451844384,1.1741476342313057,-0.4678370725601013,-0.40679576602055445,1,0.416147560573195,0.583852439426805
38552,2018-01-22 00:00:00,9,Inferno,2318668,5680,6010,1,-1.0795923867359425,-0.1442746427045107,-0.5866427965070653,-0.24551702369280048,0,0.5585855288572392,0.4414144711427608
38553,2018-01-22 00:00:00,-7,Nuke,2318668,5680,6010,0,-0.06407481451844384,-0.0973147094534366,-0.5866427965070653,-0.2398596712625585,0,0.5140356351094568,0.4859643648905432
38554,2018-01-22 00:00:00,-3,Mirage,2318668,5680,6010,0,0.10517811418447244,-0.13335484180573978,-0.5866427965070653,-0.007531701883198077,0,0.5019587601910394,0.49804123980896065
38556,2018-01-22 00:00:00,2,Inferno,2318732,6579,6590,1,-1.333471779790317,-1.9890025866429313,-0.6541493850028878,-3.9543240569977027,0,0.7950322920803342,0.2049677079196658
38557,2018-01-22 00:00:00,-3,Cobblestone,2318732,6579,6590,0,-0.6564600649786515,-0.8725966263343768,-0.6541493850028878,2.472664026774961,0,0.5087655490861656,0.4912344509138345
38561,2018-01-23 00:00:00,11,Mirage,2318736,7489,7969,1,-0.9103394580330262,0.4298769940256028,-0.015258631038402339,-0.032592841406159374,1,0.45722626383667386,0.5427737361633261
38563,2018-01-23 00:00:00,-11,Nuke,2318670,8668,7517,0,-1.1642188510874008,-1.2447319464372282,0.5193526066255097,0.4769150954981866,0,0.5334162522066674,0.4665837477933326
38564,2018-01-22 00:00:00,-9,Inferno,2318621,4991,4608,0,0.8668162933475964,0.5295560976245809,0.18461566140619615,0.14240150097092996,1,0.35996778189507306,0.6400322181049269
38565,2018-01-23 00:00:00,3,Mirage,2318624,4494,5929,1,-0.06407481451844384,0.24380933397417714,-0.05834521294711457,-0.3251556084873111,1,0.45029088238487736,0.5497091176151226
38567,2018-01-22 00:00:00,5,Cobblestone,2318681,4863,7354,1,-0.06407481451844384,0.8226864985786126,1.0060767018010313,0.4412096061438939,1,0.3078577585072312,0.6921422414927688
38568,2018-01-22 00:00:00,-4,Inferno,2318619,5973,6094,0,1.882333865565095,0.6779672074275037,0.10697699115270473,-0.19312004530393892,1,0.32865144565422677,0.6713485543457732
38570,2018-01-22 00:00:00,-10,Overpass,2318669,6922,8008,0,0.8668162933475964,-1.2447319464372282,-1.4342917609975852,-0.6171794261489154,0,0.6376745519181124,0.3623254480818876
38571,2018-01-22 00:00:00,-11,Cobblestone,2318669,6922,8008,0,-0.7410865293301099,-1.4928221598391291,-1.4342917609975852,-0.5237782245629076,0,0.7082986089471184,0.2917013910528817
38581,2018-01-22 00:00:00,8,Cobblestone,2318616,5929,7532,1,1.6284544725107206,0.5539221007265532,0.08130405312379607,0.11734240035153469,1,0.3384082036392305,0.6615917963607695
38583,2018-01-23 00:00:00,9,Overpass,2318672,6010,8008,1,-0.6564600649786515,-0.49012421400644635,-0.07537336974711914,-0.2239623248364597,0,0.5268544019823188,0.4731455980176812
38584,2018-01-23 00:00:00,-12,Nuke,2318672,6010,8008,0,0.69756336464468,-0.38294488935694093,-0.07537336974711914,0.1301960015051879,1,0.45211661239995893,0.5478833876000411
38585,2018-01-23 00:00:00,-15,Mirage,2318672,6010,8008,0,-0.31795420757281845,-0.481854540226383,-0.07537336974711914,-0.30473665442194586,0,0.5153082235856463,0.4846917764143537
38586,2018-01-24 00:00:00,-11,Mirage,2318774,7668,8513,0,-1.0795923867359425,-1.7099010965657926,-0.23984781358100107,-0.35182810477776233,0,0.6479058822902877,0.3520941177097124
38588,2018-01-28 00:00:00,8,Inferno,2318727,7024,7092,1,0.9514427576990547,-0.6865289662829512,-0.738301501888638,-0.17001199451314047,0,0.5264481675307643,0.4735518324692357
38589,2018-01-28 00:00:00,-4,Mirage,2318727,7024,7092,0,1.036069222050513,-0.0042808794277237544,-0.738301501888638,-0.4985169522363385,1,0.48323093957676133,0.5167690604232387
38590,2018-01-28 00:00:00,7,Cobblestone,2318727,7024,7092,1,0.2744310428873887,-0.22135981615438707,-0.738301501888638,-0.04316354549131163,0,0.5147586057230369,0.48524139427696306
38594,2018-01-25 00:00:00,-15,Inferno,2318675,7517,8668,0,1.3745750794563456,1.4532491243084442,-0.8048744114505718,-0.38142607621618874,1,0.3651415681758785,0.6348584318241215
38595,2018-01-25 00:00:00,-4,Nuke,2318675,7517,8668,0,0.10517811418447244,-0.0042808794277237544,-0.8048744114505718,0.3585232097444795,1,0.4968838970824929,0.5031161029175071
38596,2018-01-25 00:00:00,-2,Train,2318675,7517,8668,0,-0.7410865293301099,-0.22135981615438707,-0.8048744114505718,-1.5611166521191973,0,0.6109755797394045,0.3890244202605954
38598,2018-01-24 00:00:00,-6,Inferno,2318778,6134,4501,0,0.2744310428873887,0.1042585889356079,0.20566837072666427,0.276064694156646,1,0.4068115196948997,0.5931884803051003
38600,2018-01-28 00:00:00,3,Inferno,2318730,6762,7872,1,1.7130809368621787,0.4298769940256028,-0.4167190180859365,3.2458355255746794,1,0.28535629950570374,0.7146437004942963
38602,2018-01-26 00:00:00,2,Train,2318725,6774,7024,1,-1.2488453154388588,-1.0586642863858027,0.6286442539985421,0.7316690639503595,0,0.5057405240072421,0.49425947599275794
38603,2018-01-26 00:00:00,4,Overpass,2318725,6774,7024,1,-0.31795420757281845,-0.40742747620581277,0.6286442539985421,-0.33722131367827873,1,0.45592010686744433,0.5440798931325557
38606,2018-01-24 00:00:00,8,Overpass,2318797,7175,8543,1,-0.31795420757281845,-1.2447319464372282,0.3151422800418572,0.18146391631817685,0,0.5252301698013775,0.4747698301986225
38607,2018-01-24 00:00:00,14,Inferno,2318797,7175,8543,1,0.7821898289961384,0.05774167392275148,0.3151422800418572,-0.8012340384550984,1,0.417576081002635,0.582423918997365
38608,2018-01-27 00:00:00,7,Inferno,2318630,6667,4608,1,-0.06407481451844384,-0.22135981615438707,0.1651579757559493,0.04376631706286342,1,0.45498000180589016,0.5450199981941098
38609,2018-01-27 00:00:00,9,Mirage,2318630,6667,4608,1,0.5283104359417637,-0.1283259861286742,0.1651579757559493,0.0009875099672328577,1,0.42592617538400324,0.5740738246159968
38610,2018-01-24 00:00:00,-8,Cobblestone,2318762,7020,7489,0,0.18980457853593083,-0.06630343277819897,0.4859744043960518,0.3083123653400057,1,0.40023099501292003,0.59976900498708
38612,2018-01-27 00:00:00,13,Mirage,2318631,5752,6137,1,0.02055164983301453,-0.3764161995305751,-0.020555045707113122,0.03331192150803892,1,0.4779211583261085,0.5220788416738915
38613,2018-01-27 00:00:00,-8,Cobblestone,2318631,5752,6137,0,1.3745750794563456,-0.29038491585088366,-0.020555045707113122,-0.0604542544755254,1,0.4205347398462652,0.5794652601537348
38614,2018-01-27 00:00:00,7,Inferno,2318631,5752,6137,1,0.3590575072388476,-0.3318374893099211,-0.020555045707113122,-0.10145342801800908,1,0.4655202223957964,0.5344797776042036
38615,2018-01-27 00:00:00,7,Inferno,2318807,5005,7157,1,-1.5027247084932334,0.695687936956211,-0.4713113882994368,0.21278378730510683,1,0.488515267823434,0.511484732176566
38616,2018-01-27 00:00:00,12,Cobblestone,2318807,5005,7157,1,-0.4025806719242763,0.7554953991155978,-0.4713113882994368,-0.26714556108361953,1,0.45598634719019804,0.544013652809802
38617,2018-01-25 00:00:00,-4,Cobblestone,2318782,4501,7613,0,-0.9949659223844841,-1.1330913504063729,-0.29368073670282724,-0.23069058159934006,0,0.6044137359836542,0.3955862640163458
38618,2018-01-25 00:00:00,2,Train,2318782,4501,7613,1,-1.1642188510874008,-1.0896755630610402,-0.29368073670282724,-0.3757371724609471,0,0.6125628344405651,0.3874371655594348
38619,2018-01-25 00:00:00,8,Mirage,2318782,4501,7613,1,-0.23332774322136055,-0.8991777206274377,-0.29368073670282724,-0.2900049129367618,0,0.5593855394717453,0.44061446052825476
38624,2018-01-24 00:00:00,-4,Mirage,2318786,7242,6978,0,0.5283104359417637,0.8020123141284543,0.4762883133547431,0.040482895530328904,1,0.33636819131981754,0.6636318086801825
38626,2018-01-25 00:00:00,-6,Mirage,2318707,8398,7217,0,-0.2333277432213601,0.98807997417988,-0.3329615310250848,-0.19417360385063206,1,0.41903683107035494,0.5809631689296451
38630,2018-01-28 00:00:00,5,Cobblestone,2318729,8582,8583,1,0.2744310428873887,-0.5624838595820008,0.25904433390846354,-0.9099612804738093,1,0.4918563762421774,0.5081436237578226
38631,2018-01-28 00:00:00,6,Overpass,2318729,8582,8583,1,0.5283104359417633,-0.22135981615438707,0.25904433390846354,0.27395757706326007,1,0.41647383931135673,0.5835261606886433
38633,2018-01-26 00:00:00,-8,Mirage,2318627,5995,5752,0,0.6129369002932217,0.32042542928947004,-0.3834535075438029,-0.1860794647225724,1,0.43798674586152386,0.5620132541384761
38634,2018-01-26 00:00:00,-9,Overpass,2318627,5995,5752,0,-0.06407481451844384,0.21279805729893955,-0.3834535075438029,-0.14413845150278343,1,0.4717227501288337,0.5282772498711663
38635,2018-01-26 00:00:00,3,Nuke,2318625,6667,4494,1,0.10517811418447244,-0.2562475024140294,0.3260795679007821,0.2595316750176404,1,0.4311138928618109,0.5688861071381891
38636,2018-01-26 00:00:00,7,Cache,2318625,6667,4494,1,0.3590575072388471,-0.2354558510067678,0.3260795679007821,-0.0365083232057023,1,0.4294120249579254,0.5705879750420746
38637,2018-01-24 00:00:00,-6,Train,2318785,8513,8543,0,1.797707401213637,0.30583188732465233,0.10169403157296915,-0.09148676416629434,1,0.35400763774000943,0.6459923622599906
38642,2018-01-28 00:00:00,4,Mirage,2318767,7517,8668,1,-1.8412305658990664,-0.27718011416981475,-0.8048744114505718,-0.27519050016040725,0,0.6155786636965813,0.3844213363034187
38644,2018-01-27 00:00:00,-5,Mirage,2318724,8497,7092,0,0.2744310428873892,-0.6865289662829512,-2.055140748766053,-0.24278174716402817,0,0.6541471116792056,0.3458528883207944
38645,2018-01-28 00:00:00,-10,Inferno,2318841,6978,7613,0,-0.06407481451844384,0.8950461441541672,-0.5429916668043682,-0.1921143757820957,1,0.43514422175046086,0.5648557782495391
38647,2018-01-26 00:00:00,7,Cache,2318764,8120,7820,1,0.3590575072388471,1.0811138042055928,0.5035773186391699,-0.041537283324365334,1,0.3245461375532953,0.6754538624467047
38649,2018-01-28 00:00:00,-2,Nuke,2318803,8723,7489,0,-0.48720713627573525,-1.9890025866429313,1.5153775108349896,-3.298940403718253,0,0.6107612037606773,0.3892387962393227
38651,2018-01-27 00:00:00,-13,Mirage,2318799,7727,5167,0,-0.8257129936815678,-2.3611379067457827,-0.7393807987679472,-1.00298347642315,0,0.7327543981187112,0.2672456018812888
38653,2018-01-28 00:00:00,6,Cache,2318840,8582,6762,1,0.020551649833014066,-2.3611379067457827,-0.3519652816540407,-1.4901208535193826,0,0.6935764156183215,0.3064235843816785
38654,2018-01-28 00:00:00,-8,Inferno,2318840,8582,6762,0,0.4436839715903055,-1.2447319464372282,-0.3519652816540407,-0.2795629277592654,0,0.5619851426378624,0.4380148573621377
38655,2018-01-28 00:00:00,-12,Cobblestone,2318840,8582,6762,0,-0.2333277432213601,-1.3377657764629411,-0.3519652816540407,0.2448881408290913,0,0.5781379853886401,0.42186201461135986
38657,2018-01-24 00:00:00,-11,Train,2318719,7716,6774,0,-1.8412305658990664,-2.547205566797208,-0.211062019984136,-0.4275035042796737,0,0.7280987043922533,0.2719012956077466
38660,2018-01-24 00:00:00,6,Inferno,2318761,8120,7898,1,0.9514427576990542,1.011338431686308,0.30103367844225976,0.20668091817464615,1,0.3146381046350637,0.6853618953649363
38662,2018-01-25 00:00:00,-4,Inferno,2318783,8068,7020,0,1.7130809368621787,0.5229108240513157,0.7854533990447864,0.04427127829873456,1,0.2921240592131089,0.7078759407868911
38663,2018-01-25 00:00:00,8,Cobblestone,2318783,8068,7020,1,1.374575079456346,0.05774167392275148,0.7854533990447864,-0.10534415775691425,1,0.3383403759692192,0.6616596240307808
38664,2018-01-25 00:00:00,-4,Mirage,2318783,8068,7020,0,1.2053221507534297,0.38336007901274644,0.7854533990447864,0.19032045217330457,1,0.31409492758386404,0.685905072416136
38666,2018-01-27 00:00:00,-8,Inferno,2318817,8283,5167,0,0.020551649833014066,-1.0586642863858027,0.21521103540071868,1.3563976753828668,1,0.4654262356894415,0.5345737643105585
38668,2018-01-25 00:00:00,-2,Cache,2318793,5639,6855,0,0.4436839715903055,0.6159446540770285,-0.04694643061899416,-0.015981734986634334,1,0.39202799537168675,0.6079720046283132
38669,2018-01-24 00:00:00,-4,Cobblestone,2318796,4501,6978,0,0.7821898289961384,-0.6493154342726661,0.021389008463304694,-0.06390522115419503,1,0.46756576669212535,0.5324342333078746
38670,2018-01-24 00:00:00,7,Mirage,2318796,4501,6978,1,0.4436839715903055,-0.6865289662829512,0.021389008463304694,-0.44110914831355613,1,0.4968728396395924,0.5031271603604076
38671,2018-01-24 00:00:00,-7,Inferno,2318796,4501,6978,0,1.0360692220505126,-0.4207180233523431,0.021389008463304694,0.0959853591932397,1,0.4350603944400405,0.5649396055599595
38672,2018-01-25 00:00:00,5,Cobblestone,2318403,6902,6745,1,0.18980457853593083,-1.8029349265915056,0.04444224894939186,-0.719688606941066,0,0.5970992126089776,0.4029007873910224
38673,2018-01-25 00:00:00,-6,Mirage,2318403,6902,6745,0,0.6129369002932221,-0.5004613062315256,0.04444224894939186,-0.11619750098872854,1,0.463286092248814,0.536713907751186
38674,2018-01-25 00:00:00,7,Train,2318403,6902,6745,1,-0.6564600649786515,-0.7485515196334264,0.04444224894939186,-0.19848469745218034,0,0.5359089973196662,0.4640910026803337
38676,2018-01-27 00:00:00,9,Inferno,2318832,6590,7727,1,2.3900926516738448,0.24380933397417714,2.1158715623615447,3.7411485169932495,1,0.13803508051972124,0.8619649194802788
38678,2018-01-26 00:00:00,12,Mirage,2318626,4608,7367,1,-0.6564600649786515,1.3602152942827312,0.09154321573697607,0.2427317683855706,1,0.36310307483649695,0.636896925163503
38679,2018-01-26 00:00:00,9,Inferno,2318626,4608,7367,1,-0.6564600649786515,1.7323506143855825,0.09154321573697607,0.4029201669021198,1,0.3328979498570057,0.6671020501429943
38681,2018-01-26 00:00:00,2,Mirage,2318720,7024,7092,1,0.02055164983301453,0.05774167392275148,-0.750317573100632,-0.5200197519992981,0,0.5213571686821069,0.4786428313178931
38682,2018-01-26 00:00:00,2,Inferno,2318720,7024,7092,1,-0.4025806719242768,0.08875295059798911,-0.750317573100632,0.02245718895937462,0,0.5176704689238304,0.4823295310761696
38689,2018-01-27 00:00:00,-3,Inferno,2318628,6137,4991,0,-0.9949659223844841,-0.22756207148943458,-0.5554854973067109,-0.5869061006963848,0,0.5703961578329565,0.4296038421670435
38690,2018-01-27 00:00:00,2,Overpass,2318628,6137,4991,1,-0.14870127886990217,-0.2562475024140294,-0.5554854973067109,0.12697686093986485,0,0.5143999802748513,0.48560001972514866
38691,2018-01-27 00:00:00,4,Mirage,2318628,6137,4991,1,0.020551649833014066,-0.22683239439119368,-0.5554854973067109,-0.21359055904190524,0,0.5169615279034133,0.4830384720965867
38695,2018-01-25 00:00:00,2,Overpass,2318766,8135,7969,1,0.782189828996138,-1.8959687566172183,-0.34577828497471774,-0.4903856414016062,0,0.602541225763034,0.39745877423696596
38696,2018-01-24 00:00:00,9,Inferno,2318674,8668,8008,1,0.3590575072388471,-0.06630343277819897,0.39964170648047553,0.4793312564319356,1,0.39454663143321145,0.6054533685667886
38697,2018-01-24 00:00:00,-7,Mirage,2318674,8668,8008,0,0.3590575072388471,0.33684316399989,0.39964170648047553,0.10164715257746794,1,0.37817037818868404,0.621829621811316
38698,2018-01-24 00:00:00,3,Nuke,2318674,8668,8008,1,0.10517811418447244,-0.016685390097818796,0.39964170648047553,-0.032592841406159374,1,0.4177222751354531,0.5822777248645469
38699,2018-01-28 00:00:00,-5,Mirage,2318816,8135,8120,0,0.1051781141844729,-1.0586642863858027,-1.575742532772675,-0.6090394187250544,0,0.6628642903206889,0.337135709679311
38700,2018-01-28 00:00:00,-2,Overpass,2318816,8135,8120,0,-0.2333277432213601,-1.0586642863858027,-1.575742532772675,0.1918081053157903,0,0.6505913217773571,0.3494086782226429
38702,2018-01-25 00:00:00,-2,Cache,2318780,8120,6902,0,-0.31795420757281845,-1.8029349265915056,-0.014308767292785268,0.20762053631554842,0,0.5908493216819748,0.40915067831802526
38703,2018-01-24 00:00:00,-13,Overpass,2318777,7339,6978,0,0.2744310428873892,-1.0586642863858027,-0.20903616562449204,-0.26112464391806756,0,0.5433272801928521,0.45667271980714785
38705,2018-01-24 00:00:00,3,Inferno,2318763,7020,7969,1,1.2899486151048878,0.8020123141284543,0.23584489198344302,0.16641684264594442,1,0.3219482575244086,0.6780517424755914
38709,2018-01-28 00:00:00,-7,Mirage,2318839,8583,7872,0,0.1051781141844729,1.1741476342313057,1.0078631834157716,0.06254349536021228,1,0.29077884765525974,0.7092211523447403
38710,2018-01-28 00:00:00,-2,Cache,2318839,8583,7872,0,-0.31795420757281845,-0.1283259861286742,1.0078631834157716,0.6122201077881372,1,0.37556425745195043,0.6244357425480496
38714,2018-01-31 00:00:00,2,Cobblestone,2318754,8435,5680,1,-1.418098244141775,-0.5004613062315256,-1.2234094932118278,-1.4120697245185483,0,0.6802921146953097,0.3197078853046903
38715,2018-01-30 00:00:00,10,Inferno,2318755,8321,8008,1,-0.4025806719242768,-1.430799606488654,-1.1889077713675351,-0.4880940901663629,0,0.6752763262415622,0.32472367375843786
38717,2018-01-30 00:00:00,-5,Cobblestone,2318863,5973,5005,0,-1.6719776371961501,0.9820777915975758,0.6586049180962287,0.23397360150607374,1,0.38686384362128934,0.6131361563787107
38718,2018-01-30 00:00:00,9,Mirage,2318863,5973,5005,1,-1.4180982441417755,0.9183046016605954,0.6586049180962287,0.2020767892842238,1,0.3826784637459745,0.6173215362540255
38719,2018-01-30 00:00:00,14,Train,2318863,5973,5005,1,-0.06407481451844384,0.9373342487113095,0.6586049180962287,0.09956358059816214,1,0.33421940170926434,0.6657805982907357
38721,2018-01-31 00:00:00,10,Cache,2318808,5973,5005,1,1.4592015438078039,0.9826073959430732,0.6586049180962287,0.2711035469188856,1,0.2743270787499098,0.7256729212500902
38722,2018-01-31 00:00:00,-3,Mirage,2318808,5973,5005,0,2.7285985090796774,1.0040286307557165,0.6586049180962287,0.23473802683518522,1,0.23509136036250855,0.7649086396374914
38723,2018-01-31 00:00:00,3,Train,2318808,5973,5005,1,1.7130809368621787,0.9570686975046422,0.6586049180962287,0.13515963646691137,1,0.27136615914219453,0.7286338408578055
38726,2018-01-30 00:00:00,5,Overpass,2318836,4501,6902,1,-0.7410865293301094,-0.3143936461800999,-0.3630085001901354,-0.24903883337394045,0,0.5404208086558695,0.45957919134413056
38727,2018-01-30 00:00:00,-7,Train,2318836,4501,6902,0,-0.23332774322136055,-0.15490708042173504,-0.3630085001901354,0.03385158427194123,1,0.49837643422956013,0.5016235657704399
38728,2018-01-30 00:00:00,9,Cobblestone,2318836,4501,6902,1,-0.8257129936815678,-0.3143936461800999,-0.3630085001901354,0.41468138770526064,0,0.5212842843834089,0.47871571561659115
38729,2018-02-01 00:00:00,6,Mirage,2318860,8351,8378,1,-0.14870127886990217,-0.8725966263343768,0.18942306918462373,0.3283211980726156,1,0.49538838620574965,0.5046116137942503
38730,2018-01-30 00:00:00,7,Train,2318871,8637,6896,1,-1.5027247084932334,-0.43843875288105033,0.5703816610132987,0.5487958832772227,1,0.4804336697151682,0.5195663302848318
38736,2018-01-30 00:00:00,2,Mirage,2318818,7092,7344,1,0.10517811418447244,0.4298769940256028,-0.1897345956097448,-0.32039689235114094,1,0.43976319700410293,0.5602368029958971
38743,2018-01-30 00:00:00,-6,Cache,2318866,6301,6211,0,0.6129369002932217,-1.2447319464372282,-0.9857931620655657,-0.7222042893778069,0,0.617853636454827,0.382146363545173
38744,2018-01-30 00:00:00,9,Inferno,2318866,6301,6211,1,0.10517811418447244,-1.2447319464372282,-0.9857931620655657,-0.7856000559426045,0,0.6390676447222501,0.3609323552777499
38745,2018-01-30 00:00:00,-12,Mirage,2318866,6301,6211,0,0.69756336464468,-0.9910033190943751,-0.9857931620655657,-0.06005040940871019,0,0.5745642801132593,0.4254357198867407
38746,2018-02-01 00:00:00,3,Cache,2318809,6290,6301,1,-0.5718336006271931,1.1121250808808307,0.7471146654713878,0.6366582774264209,1,0.3186047065986537,0.6813952934013463
38747,2018-02-01 00:00:00,13,Train,2318809,6290,6301,1,-0.48720713627573475,1.0694845754523787,0.7471146654713878,0.15240609624234322,1,0.33290584518116495,0.667094154818835
38749,2018-02-01 00:00:00,-9,Inferno,2318739,7924,8372,0,1.0360692220505126,0.46088827070084043,0.409390430239376,0.21476163418640684,1,0.34016849591428533,0.6598315040857147
38750,2018-01-30 00:00:00,-4,Mirage,2318814,7532,6094,0,0.10517811418447266,0.8950461441541672,-0.06831159035266061,-0.2685746974312514,1,0.39500183299242086,0.6049981670075791
38751,2018-01-30 00:00:00,-3,Cache,2318814,7532,6094,0,-1.333471779790317,0.30583188732465233,-0.06831159035266061,0.28243308000275585,1,0.4769486778078962,0.5230513221921038
38752,2018-02-01 00:00:00,12,Overpass,2318918,6922,7129,1,-2.687495209413648,1.7323506143855825,-0.8814331550430463,-0.20268507986724796,0,0.5051812415958086,0.4948187584041914
38753,2018-02-01 00:00:00,5,Inferno,2318918,6922,7129,1,-0.8257129936815678,1.9184182744370082,-0.8814331550430463,-0.09249349788868957,1,0.41302922012549903,0.586970779874501
38754,2018-01-31 00:00:00,-9,Nuke,2318893,7175,5991,0,1.120695686401971,-0.3143936461800999,-0.3665675175312066,0.17235999025889148,1,0.45119958107776903,0.548800418922231
38755,2018-01-31 00:00:00,12,Inferno,2318893,7175,5991,1,-0.48720713627573475,-0.3739352973965561,-0.3665675175312066,-0.5719050409329001,0,0.5458460196350574,0.45415398036494253
